"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,19-Iowa,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Iowa,30295,57495,812967"
"17,Il,Illinois,3846,7044,105968"
"31,Ne,Nebraska,2905,5669,67008"
"27,Mn,Minnesota,2796,5256,72205"
"29,Mo,Missouri,2186,4324,56138"
"48,Tx,Texas,1740,3586,51694"
"06,Ca,California,1390,2282,28687"
"55,Wi,Wisconsin,1384,2785,43024"
"08,Co,Colorado,1220,2097,32543"
"46,SD,South Dakota,1062,1942,33475"
"04,Az,Arizona,1033,1784,27868"
"12,Fl,Florida,1000,1714,32120"
"20,Ks,Kansas,899,1762,23764"
"57,FR,Foreign,678,1215,13017"
"53,Wa,Washington,526,993,13664"
"18,In,Indiana,516,1161,16041"
"26,Mi,Michigan,479,998,12980"
"37,NC,North Carolina,468,930,12385"
"05,Ar,Arkansas,453,959,13101"
"39,Oh,Ohio,447,942,14088"
"13,Ga,Georgia,381,754,10190"
"51,Va,Virginia,378,694,10766"
"47,Tn,Tennessee,371,791,12939"
"40,Ok,Oklahoma,365,753,7231"
"36,NY,New York,329,554,8853"
"42,Pa,Pennsylvania,265,566,10186"
"21,Ky,Kentucky,224,461,6116"
"32,Nv,Nevada,217,363,4472"
"41,Or,Oregon,215,410,4901"
"28,Ms,Mississippi,203,393,5202"
"45,SC,South Carolina,193,366,5670"
"24,Md,Maryland,169,307,5185"
"38,ND,North Dakota,167,343,3717"
"49,Ut,Utah,164,324,5326"
"25,Ma,Massachusetts,159,240,4166"
"01,Al,Alabama,154,343,4814"
"35,NM,New Mexico,153,259,3649"
"30,Mt,Montana,141,273,3487"
"22,La,Louisiana,139,270,3138"
"34,NJ,New Jersey,135,230,4322"
"56,Wy,Wyoming,116,226,3814"
"16,Id,Idaho,115,240,3002"
"15,Hi,Hawaii,102,181,1863"
"09,Ct,Connecticut,100,152,2731"
"02,Ak,Alaska,94,161,1740"
"11,DC,District of Columbia,50,69,949"
"23,Me,Maine,43,89,1453"
"54,WV,West Virginia,40,93,884"
"33,NH,New Hampshire,30,52,895"
"10,De,Delaware,21,35,840"
"44,RI,Rhode Island,20,38,391"
"50,Vt,Vermont,14,22,305"
"19,Ia S,tate Non-Migrant,1010719,2317878,32685618"
