"MICHIGAN INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Michigan (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"26.0","96.0","MI","MI Total Mig - US & For","57745.0","107023.0","2481146.0"
"26.0","97.0","MI","MI Total Mig - US","56552.0","104529.0","2405186.0"
"26.0","98.0","MI","MI Total Mig - Foreign","1193.0","2494.0","75960.0"
"26.0","26.0","MI","MI Non-Migrants","3663133.0","7877757.0","196978310.0"
"26.0","12.0","FL","FLORIDA","5799.0","10193.0","207012.0"
"26.0","39.0","OH","OHIO","4808.0","9120.0","239447.0"
"26.0","17.0","IL","ILLINOIS","4406.0","7780.0","232167.0"
"26.0","6.0","CA","CALIFORNIA","3700.0","6436.0","170345.0"
"26.0","18.0","IN","INDIANA","3536.0","6961.0","147585.0"
"26.0","48.0","TX","TEXAS","3229.0","6281.0","122526.0"
"26.0","36.0","NY","NEW YORK","2102.0","3630.0","92094.0"
"26.0","13.0","GA","GEORGIA","2076.0","3935.0","64297.0"
"26.0","47.0","TN","TENNESSEE","1968.0","3893.0","73526.0"
"26.0","55.0","WI","WISCONSIN","1922.0","3517.0","84321.0"
"26.0","37.0","NC","NORTH CAROLINA","1900.0","3613.0","66666.0"
"26.0","4.0","AZ","ARIZONA","1859.0","3332.0","68933.0"
"26.0","51.0","VA","VIRGINIA","1452.0","2793.0","69664.0"
"26.0","42.0","PA","PENNSYLVANIA","1279.0","2296.0","63309.0"
"26.0","8.0","CO","COLORADO","1237.0","2063.0","45562.0"
"26.0","57.0","FR","Foreign","1193.0","2494.0","75960.0"
"26.0","21.0","KY","KENTUCKY","1075.0","2196.0","42643.0"
"26.0","29.0","MO","MISSOURI","1030.0","1985.0","45273.0"
"26.0","53.0","WA","WASHINGTON","903.0","1648.0","39978.0"
"26.0","45.0","SC","SOUTH CAROLINA","869.0","1609.0","34475.0"
"26.0","27.0","MN","MINNESOTA","850.0","1494.0","41597.0"
"26.0","32.0","NV","NEVADA","842.0","1557.0","30179.0"
"26.0","1.0","AL","ALABAMA","833.0","1701.0","28560.0"
"26.0","24.0","MD","MARYLAND","688.0","1218.0","33604.0"
"26.0","25.0","MA","MASSACHUSETTS","668.0","1092.0","36084.0"
"26.0","34.0","NJ","NEW JERSEY","607.0","1167.0","38499.0"
"26.0","19.0","IA","IOWA","579.0","1145.0","31673.0"
"26.0","22.0","LA","LOUISIANA","506.0","959.0","17900.0"
"26.0","20.0","KS","KANSAS","476.0","1003.0","19790.0"
"26.0","40.0","OK","OKLAHOMA","437.0","835.0","12383.0"
"26.0","28.0","MS","MISSISSIPPI","434.0","832.0","12830.0"
"26.0","41.0","OR","OREGON","411.0","726.0","15823.0"
"26.0","5.0","AR","ARKANSAS","405.0","798.0","15294.0"
"26.0","9.0","CT","CONNECTICUT","353.0","660.0","33531.0"
"26.0","15.0","HI","HAWAII","320.0","608.0","10239.0"
"26.0","49.0","UT","UTAH","308.0","620.0","10518.0"
"26.0","2.0","AK","ALASKA","286.0","524.0","11967.0"
"26.0","35.0","NM","NEW MEXICO","277.0","501.0","11419.0"
"26.0","56.0","WY","WYOMING","260.0","517.0","8376.0"
"26.0","11.0","DC","DISTRICT OF COLUMBIA","255.0","329.0","12487.0"
"26.0","31.0","NE","NEBRASKA","216.0","408.0","9592.0"
"26.0","54.0","WV","WEST VIRGINIA","205.0","398.0","7975.0"
"26.0","30.0","MT","MONTANA","179.0","306.0","5033.0"
"26.0","16.0","ID","IDAHO","165.0","331.0","4817.0"
"26.0","38.0","ND","NORTH DAKOTA","150.0","285.0","6352.0"
"26.0","33.0","NH","NEW HAMPSHIRE","140.0","262.0","6793.0"
"26.0","23.0","ME","MAINE","133.0","226.0","5465.0"
"26.0","46.0","SD","SOUTH DAKOTA","127.0","245.0","4531.0"
"26.0","10.0","DE","DELAWARE","104.0","183.0","4365.0"
"26.0","50.0","VT","VERMONT","101.0","175.0","3715.0"
"26.0","44.0","RI","RHODE ISLAND","87.0","143.0","3975.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
