"TEXAS INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Texas (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"48.0","96.0","TX","TX Total Mig - US & For","218090.0","449193.0","10962630.0"
"48.0","97.0","TX","TX Total Mig - US","210595.0","431973.0","10454904.0"
"48.0","98.0","TX","TX Total Mig - Foreign","7495.0","17220.0","507726.0"
"48.0","48.0","TX","TX Non-Migrants","8264977.0","19251628.0","462263672.0"
"48.0","6.0","CA","CALIFORNIA","23621.0","48419.0","1291251.0"
"48.0","12.0","FL","FLORIDA","15581.0","29726.0","656112.0"
"48.0","22.0","LA","LOUISIANA","11530.0","23452.0","513065.0"
"48.0","40.0","OK","OKLAHOMA","9407.0","19174.0","430274.0"
"48.0","17.0","IL","ILLINOIS","8535.0","17455.0","561402.0"
"48.0","13.0","GA","GEORGIA","8410.0","18373.0","392220.0"
"48.0","57.0","FR","Foreign","7495.0","17220.0","507726.0"
"48.0","8.0","CO","COLORADO","7492.0","15839.0","388277.0"
"48.0","36.0","NY","NEW YORK","7470.0","13633.0","402715.0"
"48.0","4.0","AZ","ARIZONA","7244.0","15863.0","329582.0"
"48.0","51.0","VA","VIRGINIA","6694.0","14369.0","418950.0"
"48.0","37.0","NC","NORTH CAROLINA","6301.0","14074.0","291591.0"
"48.0","35.0","NM","NEW MEXICO","6187.0","12996.0","246756.0"
"48.0","5.0","AR","ARKANSAS","5654.0","11666.0","221410.0"
"48.0","26.0","MI","MICHIGAN","5403.0","10699.0","244670.0"
"48.0","39.0","OH","OHIO","5383.0","10259.0","274588.0"
"48.0","29.0","MO","MISSOURI","5352.0","10814.0","250560.0"
"48.0","53.0","WA","WASHINGTON","5117.0","10876.0","236196.0"
"48.0","47.0","TN","TENNESSEE","4406.0","9134.0","200403.0"
"48.0","20.0","KS","KANSAS","4397.0","9451.0","227645.0"
"48.0","42.0","PA","PENNSYLVANIA","4062.0","7625.0","227088.0"
"48.0","18.0","IN","INDIANA","3489.0","7120.0","143844.0"
"48.0","1.0","AL","ALABAMA","3438.0","7745.0","157219.0"
"48.0","24.0","MD","MARYLAND","3304.0","6621.0","207614.0"
"48.0","32.0","NV","NEVADA","3292.0","6742.0","151312.0"
"48.0","34.0","NJ","NEW JERSEY","3273.0","6670.0","241049.0"
"48.0","28.0","MS","MISSISSIPPI","3145.0","6686.0","121158.0"
"48.0","27.0","MN","MINNESOTA","2784.0","5575.0","146275.0"
"48.0","55.0","WI","WISCONSIN","2621.0","5196.0","132427.0"
"48.0","45.0","SC","SOUTH CAROLINA","2572.0","5396.0","109727.0"
"48.0","25.0","MA","MASSACHUSETTS","2489.0","4419.0","154737.0"
"48.0","21.0","KY","KENTUCKY","2430.0","5376.0","102393.0"
"48.0","49.0","UT","UTAH","2113.0","5113.0","98026.0"
"48.0","19.0","IA","IOWA","2006.0","4047.0","90761.0"
"48.0","15.0","HI","HAWAII","1953.0","4503.0","82053.0"
"48.0","41.0","OR","OREGON","1905.0","3732.0","81448.0"
"48.0","31.0","NE","NEBRASKA","1728.0","3595.0","79178.0"
"48.0","2.0","AK","ALASKA","1436.0","3446.0","90461.0"
"48.0","9.0","CT","CONNECTICUT","1385.0","2623.0","127652.0"
"48.0","16.0","ID","IDAHO","1004.0","2292.0","39898.0"
"48.0","56.0","WY","WYOMING","842.0","1715.0","44431.0"
"48.0","30.0","MT","MONTANA","716.0","1251.0","23125.0"
"48.0","46.0","SD","SOUTH DAKOTA","607.0","1208.0","37004.0"
"48.0","54.0","WV","WEST VIRGINIA","579.0","1103.0","26470.0"
"48.0","11.0","DC","DISTRICT OF COLUMBIA","577.0","809.0","40246.0"
"48.0","38.0","ND","NORTH DAKOTA","547.0","1123.0","21256.0"
"48.0","33.0","NH","NEW HAMPSHIRE","541.0","975.0","25527.0"
"48.0","23.0","ME","MAINE","484.0","920.0","19052.0"
"48.0","10.0","DE","DELAWARE","449.0","942.0","27067.0"
"48.0","44.0","RI","RHODE ISLAND","414.0","778.0","22651.0"
"48.0","50.0","VT","VERMONT","226.0","355.0","6087.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
