"FLORIDA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Florida (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"12.0","96.0","FL","FL Total Mig - US & For","272155.0","464921.0","13341510.0"
"12.0","97.0","FL","FL Total Mig - US","263968.0","448771.0","13030882.0"
"12.0","98.0","FL","FL Total Mig - Foreign","8187.0","16150.0","310627.0"
"12.0","12.0","FL","FL Non-Migrants","6850795.0","13822107.0","343925520.0"
"12.0","36.0","NY","NEW YORK","28304.0","46114.0","1391782.0"
"12.0","13.0","GA","GEORGIA","20425.0","37086.0","796267.0"
"12.0","48.0","TX","TEXAS","14220.0","25376.0","600006.0"
"12.0","6.0","CA","CALIFORNIA","13649.0","21675.0","593474.0"
"12.0","34.0","NJ","NEW JERSEY","13153.0","21885.0","930734.0"
"12.0","42.0","PA","PENNSYLVANIA","12392.0","20211.0","683352.0"
"12.0","37.0","NC","NORTH CAROLINA","11998.0","22244.0","560434.0"
"12.0","39.0","OH","OHIO","11131.0","18746.0","598515.0"
"12.0","51.0","VA","VIRGINIA","10560.0","19740.0","636291.0"
"12.0","17.0","IL","ILLINOIS","9931.0","16581.0","696968.0"
"12.0","26.0","MI","MICHIGAN","9086.0","15129.0","469965.0"
"12.0","25.0","MA","MASSACHUSETTS","8826.0","13641.0","451598.0"
"12.0","57.0","FR","Foreign","8187.0","16150.0","310627.0"
"12.0","47.0","TN","TENNESSEE","7291.0","13083.0","289496.0"
"12.0","1.0","AL","ALABAMA","6569.0","12064.0","247705.0"
"12.0","24.0","MD","MARYLAND","6529.0","10946.0","394815.0"
"12.0","45.0","SC","SOUTH CAROLINA","5958.0","10421.0","221749.0"
"12.0","18.0","IN","INDIANA","5859.0","10067.0","274530.0"
"12.0","9.0","CT","CONNECTICUT","5309.0","8852.0","332533.0"
"12.0","8.0","CO","COLORADO","4212.0","7162.0","217305.0"
"12.0","29.0","MO","MISSOURI","4056.0","6948.0","208867.0"
"12.0","21.0","KY","KENTUCKY","3986.0","6980.0","181567.0"
"12.0","4.0","AZ","ARIZONA","3710.0","6162.0","156391.0"
"12.0","55.0","WI","WISCONSIN","3694.0","5932.0","236852.0"
"12.0","53.0","WA","WASHINGTON","3334.0","5686.0","141247.0"
"12.0","22.0","LA","LOUISIANA","3207.0","5392.0","116910.0"
"12.0","27.0","MN","MINNESOTA","2800.0","4509.0","180307.0"
"12.0","32.0","NV","NEVADA","2645.0","4364.0","111373.0"
"12.0","33.0","NH","NEW HAMPSHIRE","2628.0","3982.0","114506.0"
"12.0","28.0","MS","MISSISSIPPI","2473.0","4522.0","84779.0"
"12.0","23.0","ME","MAINE","2259.0","3394.0","81008.0"
"12.0","44.0","RI","RHODE ISLAND","2004.0","3353.0","98275.0"
"12.0","40.0","OK","OKLAHOMA","1966.0","3400.0","68995.0"
"12.0","20.0","KS","KANSAS","1931.0","3354.0","83583.0"
"12.0","54.0","WV","WEST VIRGINIA","1823.0","2870.0","60682.0"
"12.0","5.0","AR","ARKANSAS","1759.0","2986.0","74470.0"
"12.0","19.0","IA","IOWA","1536.0","2560.0","91210.0"
"12.0","41.0","OR","OREGON","1434.0","2239.0","58478.0"
"12.0","35.0","NM","NEW MEXICO","1401.0","2259.0","55600.0"
"12.0","15.0","HI","HAWAII","1345.0","2580.0","49393.0"
"12.0","10.0","DE","DELAWARE","1105.0","1870.0","56988.0"
"12.0","49.0","UT","UTAH","1067.0","2139.0","40561.0"
"12.0","50.0","VT","VERMONT","1007.0","1439.0","65541.0"
"12.0","31.0","NE","NEBRASKA","982.0","1757.0","48517.0"
"12.0","2.0","AK","ALASKA","883.0","1665.0","35860.0"
"12.0","56.0","WY","WYOMING","711.0","1055.0","21398.0"
"12.0","11.0","DC","DISTRICT OF COLUMBIA","703.0","908.0","48627.0"
"12.0","46.0","SD","SOUTH DAKOTA","626.0","951.0","20085.0"
"12.0","16.0","ID","IDAHO","582.0","1035.0","19367.0"
"12.0","30.0","MT","MONTANA","529.0","805.0","16173.0"
"12.0","38.0","ND","NORTH DAKOTA","380.0","652.0","15751.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
