"INDIANA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Indiana (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"18.0","96.0","IN","IN Total Mig - US & For","51537.0","101595.0","2159366.0"
"18.0","97.0","IN","IN Total Mig - US","50934.0","100414.0","2138071.0"
"18.0","98.0","IN","IN Total Mig - Foreign","603.0","1181.0","21295.0"
"18.0","18.0","IN","IN Non-Migrants","2396785.0","5341854.0","126807541.0"
"18.0","17.0","IL","ILLINOIS","9255.0","18555.0","367347.0"
"18.0","39.0","OH","OHIO","4694.0","9074.0","200144.0"
"18.0","21.0","KY","KENTUCKY","4505.0","8943.0","156552.0"
"18.0","12.0","FL","FLORIDA","3883.0","7116.0","143210.0"
"18.0","26.0","MI","MICHIGAN","3879.0","7532.0","167866.0"
"18.0","6.0","CA","CALIFORNIA","2331.0","4460.0","106108.0"
"18.0","48.0","TX","TEXAS","2311.0","4917.0","94141.0"
"18.0","47.0","TN","TENNESSEE","1641.0","3311.0","60467.0"
"18.0","13.0","GA","GEORGIA","1362.0","2757.0","55727.0"
"18.0","36.0","NY","NEW YORK","1186.0","2243.0","61604.0"
"18.0","37.0","NC","NORTH CAROLINA","1152.0","2279.0","48843.0"
"18.0","29.0","MO","MISSOURI","1113.0","2281.0","52254.0"
"18.0","55.0","WI","WISCONSIN","1019.0","1981.0","47505.0"
"18.0","4.0","AZ","ARIZONA","1014.0","2011.0","44997.0"
"18.0","42.0","PA","PENNSYLVANIA","967.0","1864.0","49619.0"
"18.0","51.0","VA","VIRGINIA","908.0","1871.0","49753.0"
"18.0","8.0","CO","COLORADO","753.0","1433.0","33919.0"
"18.0","45.0","SC","SOUTH CAROLINA","613.0","1212.0","25909.0"
"18.0","57.0","FR","Foreign","603.0","1181.0","21295.0"
"18.0","53.0","WA","WASHINGTON","596.0","1225.0","26418.0"
"18.0","1.0","AL","ALABAMA","583.0","1169.0","21910.0"
"18.0","27.0","MN","MINNESOTA","542.0","1053.0","24130.0"
"18.0","34.0","NJ","NEW JERSEY","459.0","896.0","23840.0"
"18.0","19.0","IA","IOWA","458.0","964.0","20921.0"
"18.0","24.0","MD","MARYLAND","447.0","873.0","23235.0"
"18.0","32.0","NV","NEVADA","435.0","816.0","16651.0"
"18.0","22.0","LA","LOUISIANA","406.0","812.0","16384.0"
"18.0","25.0","MA","MASSACHUSETTS","403.0","703.0","25436.0"
"18.0","20.0","KS","KANSAS","387.0","823.0","20987.0"
"18.0","40.0","OK","OKLAHOMA","380.0","836.0","14080.0"
"18.0","28.0","MS","MISSISSIPPI","337.0","688.0","10462.0"
"18.0","5.0","AR","ARKANSAS","325.0","667.0","10639.0"
"18.0","41.0","OR","OREGON","299.0","558.0","13380.0"
"18.0","9.0","CT","CONNECTICUT","244.0","452.0","14820.0"
"18.0","49.0","UT","UTAH","224.0","563.0","8799.0"
"18.0","54.0","WV","WEST VIRGINIA","212.0","452.0","8980.0"
"18.0","35.0","NM","NEW MEXICO","207.0","417.0","7654.0"
"18.0","31.0","NE","NEBRASKA","189.0","366.0","8785.0"
"18.0","15.0","HI","HAWAII","162.0","327.0","5630.0"
"18.0","16.0","ID","IDAHO","131.0","259.0","5469.0"
"18.0","2.0","AK","ALASKA","121.0","238.0","5014.0"
"18.0","46.0","SD","SOUTH DAKOTA","101.0","183.0","6667.0"
"18.0","56.0","WY","WYOMING","99.0","186.0","4082.0"
"18.0","11.0","DC","DISTRICT OF COLUMBIA","91.0","113.0","4078.0"
"18.0","30.0","MT","MONTANA","91.0","172.0","3160.0"
"18.0","38.0","ND","NORTH DAKOTA","87.0","137.0","3760.0"
"18.0","33.0","NH","NEW HAMPSHIRE","85.0","139.0","6345.0"
"18.0","23.0","ME","MAINE","75.0","126.0","1993.0"
"18.0","10.0","DE","DELAWARE","72.0","170.0","3195.0"
"18.0","44.0","RI","RHODE ISLAND","59.0","99.0","3548.0"
"18.0","50.0","VT","VERMONT","41.0","92.0","1654.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
