"ILLINOIS INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Illinois (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"17.0","96.0","IL","IL Total Mig - US & For","93055.0","164439.0","4578547.0"
"17.0","97.0","IL","IL Total Mig - US","91245.0","160779.0","4478311.0"
"17.0","98.0","IL","IL Total Mig - Foreign","1810.0","3660.0","100237.0"
"17.0","17.0","IL","IL Non-Migrants","4808090.0","10618213.0","301246668.0"
"17.0","18.0","IN","INDIANA","7706.0","14429.0","292505.0"
"17.0","6.0","CA","CALIFORNIA","6663.0","11639.0","382122.0"
"17.0","55.0","WI","WISCONSIN","6277.0","10958.0","272767.0"
"17.0","29.0","MO","MISSOURI","6089.0","10655.0","251158.0"
"17.0","12.0","FL","FLORIDA","6040.0","10016.0","263514.0"
"17.0","26.0","MI","MICHIGAN","5547.0","8670.0","269277.0"
"17.0","48.0","TX","TEXAS","5096.0","9780.0","277175.0"
"17.0","19.0","IA","IOWA","3867.0","6889.0","145593.0"
"17.0","39.0","OH","OHIO","3728.0","6157.0","214284.0"
"17.0","36.0","NY","NEW YORK","3521.0","5300.0","232644.0"
"17.0","13.0","GA","GEORGIA","2620.0","5003.0","122583.0"
"17.0","4.0","AZ","ARIZONA","2593.0","4940.0","112705.0"
"17.0","27.0","MN","MINNESOTA","2384.0","4038.0","128937.0"
"17.0","51.0","VA","VIRGINIA","2173.0","4003.0","123546.0"
"17.0","47.0","TN","TENNESSEE","2016.0","3706.0","78451.0"
"17.0","42.0","PA","PENNSYLVANIA","1907.0","3262.0","126929.0"
"17.0","37.0","NC","NORTH CAROLINA","1881.0","3618.0","88396.0"
"17.0","8.0","CO","COLORADO","1820.0","3127.0","88956.0"
"17.0","57.0","FR","Foreign","1810.0","3660.0","100237.0"
"17.0","21.0","KY","KENTUCKY","1527.0","2897.0","59391.0"
"17.0","25.0","MA","MASSACHUSETTS","1473.0","2195.0","94522.0"
"17.0","53.0","WA","WASHINGTON","1455.0","2675.0","80312.0"
"17.0","34.0","NJ","NEW JERSEY","1394.0","2587.0","123318.0"
"17.0","32.0","NV","NEVADA","1111.0","1957.0","44409.0"
"17.0","24.0","MD","MARYLAND","1034.0","1784.0","63893.0"
"17.0","20.0","KS","KANSAS","1005.0","1829.0","47648.0"
"17.0","5.0","AR","ARKANSAS","812.0","1589.0","31549.0"
"17.0","1.0","AL","ALABAMA","767.0","1501.0","32344.0"
"17.0","9.0","CT","CONNECTICUT","750.0","1270.0","67436.0"
"17.0","45.0","SC","SOUTH CAROLINA","749.0","1336.0","36483.0"
"17.0","28.0","MS","MISSISSIPPI","728.0","1438.0","22881.0"
"17.0","40.0","OK","OKLAHOMA","716.0","1399.0","32899.0"
"17.0","22.0","LA","LOUISIANA","671.0","1192.0","25060.0"
"17.0","31.0","NE","NEBRASKA","611.0","1107.0","30468.0"
"17.0","41.0","OR","OREGON","591.0","984.0","24661.0"
"17.0","11.0","DC","DISTRICT OF COLUMBIA","512.0","612.0","30422.0"
"17.0","49.0","UT","UTAH","474.0","1013.0","23893.0"
"17.0","15.0","HI","HAWAII","410.0","747.0","15458.0"
"17.0","35.0","NM","NEW MEXICO","395.0","697.0","15000.0"
"17.0","2.0","AK","ALASKA","255.0","465.0","10385.0"
"17.0","16.0","ID","IDAHO","206.0","417.0","7555.0"
"17.0","46.0","SD","SOUTH DAKOTA","204.0","392.0","7932.0"
"17.0","33.0","NH","NEW HAMPSHIRE","193.0","327.0","13295.0"
"17.0","38.0","ND","NORTH DAKOTA","192.0","337.0","7391.0"
"17.0","54.0","WV","WEST VIRGINIA","183.0","308.0","12809.0"
"17.0","10.0","DE","DELAWARE","161.0","299.0","9126.0"
"17.0","56.0","WY","WYOMING","160.0","303.0","5538.0"
"17.0","30.0","MT","MONTANA","158.0","244.0","5295.0"
"17.0","23.0","ME","MAINE","157.0","249.0","7571.0"
"17.0","44.0","RI","RHODE ISLAND","156.0","261.0","12727.0"
"17.0","50.0","VT","VERMONT","107.0","178.0","5100.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
