"CALIFORNIA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into California (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"6.0","96.0","CA","CA Total Mig - US & For","224532.0","402125.0","11209086.0"
"6.0","97.0","CA","CA Total Mig - US","215214.0","383709.0","10703792.0"
"6.0","98.0","CA","CA Total Mig - Foreign","9318.0","18416.0","505294.0"
"6.0","6.0","CA","CA Non-Migrants","12600855.0","28690412.0","792748023.0"
"6.0","48.0","TX","TEXAS","18070.0","34901.0","912052.0"
"6.0","4.0","AZ","ARIZONA","15919.0","31809.0","651760.0"
"6.0","36.0","NY","NEW YORK","13917.0","19963.0","979278.0"
"6.0","32.0","NV","NEVADA","13642.0","26229.0","511430.0"
"6.0","53.0","WA","WASHINGTON","13333.0","24688.0","664350.0"
"6.0","12.0","FL","FLORIDA","11223.0","19091.0","526603.0"
"6.0","17.0","IL","ILLINOIS","9619.0","16063.0","600848.0"
"6.0","57.0","FR","Foreign","9318.0","18416.0","505294.0"
"6.0","41.0","OR","OREGON","8231.0","14693.0","347209.0"
"6.0","8.0","CO","COLORADO","8097.0","14552.0","413272.0"
"6.0","51.0","VA","VIRGINIA","6878.0","13119.0","412525.0"
"6.0","25.0","MA","MASSACHUSETTS","6135.0","8933.0","405746.0"
"6.0","13.0","GA","GEORGIA","5658.0","10518.0","248533.0"
"6.0","37.0","NC","NORTH CAROLINA","5518.0","11099.0","265129.0"
"6.0","42.0","PA","PENNSYLVANIA","5359.0","8273.0","303896.0"
"6.0","34.0","NJ","NEW JERSEY","4890.0","8185.0","372730.0"
"6.0","39.0","OH","OHIO","4728.0","7710.0","241000.0"
"6.0","26.0","MI","MICHIGAN","4687.0","7722.0","234150.0"
"6.0","15.0","HI","HAWAII","4650.0","8677.0","194174.0"
"6.0","49.0","UT","UTAH","4364.0","9627.0","177235.0"
"6.0","24.0","MD","MARYLAND","3706.0","6124.0","213119.0"
"6.0","29.0","MO","MISSOURI","3494.0","6138.0","147755.0"
"6.0","27.0","MN","MINNESOTA","3276.0","5376.0","191552.0"
"6.0","18.0","IN","INDIANA","2854.0","4882.0","119892.0"
"6.0","47.0","TN","TENNESSEE","2683.0","4915.0","111726.0"
"6.0","35.0","NM","NEW MEXICO","2637.0","4646.0","105121.0"
"6.0","55.0","WI","WISCONSIN","2574.0","4303.0","120779.0"
"6.0","16.0","ID","IDAHO","2279.0","4517.0","79242.0"
"6.0","40.0","OK","OKLAHOMA","2240.0","4297.0","74054.0"
"6.0","9.0","CT","CONNECTICUT","2222.0","3462.0","155823.0"
"6.0","20.0","KS","KANSAS","1996.0","3732.0","84399.0"
"6.0","22.0","LA","LOUISIANA","1912.0","3416.0","67819.0"
"6.0","45.0","SC","SOUTH CAROLINA","1838.0","3489.0","78980.0"
"6.0","19.0","IA","IOWA","1501.0","2682.0","58332.0"
"6.0","1.0","AL","ALABAMA","1427.0","2654.0","57938.0"
"6.0","11.0","DC","DISTRICT OF COLUMBIA","1413.0","1788.0","99691.0"
"6.0","21.0","KY","KENTUCKY","1400.0","2496.0","55551.0"
"6.0","5.0","AR","ARKANSAS","1374.0","2701.0","53857.0"
"6.0","2.0","AK","ALASKA","1315.0","2428.0","50635.0"
"6.0","31.0","NE","NEBRASKA","1147.0","2180.0","48450.0"
"6.0","30.0","MT","MONTANA","1113.0","1837.0","46488.0"
"6.0","28.0","MS","MISSISSIPPI","1027.0","1880.0","37370.0"
"6.0","33.0","NH","NEW HAMPSHIRE","850.0","1326.0","43004.0"
"6.0","44.0","RI","RHODE ISLAND","651.0","1055.0","34415.0"
"6.0","56.0","WY","WYOMING","638.0","1133.0","22552.0"
"6.0","23.0","ME","MAINE","586.0","895.0","20479.0"
"6.0","46.0","SD","SOUTH DAKOTA","526.0","904.0","16210.0"
"6.0","50.0","VT","VERMONT","432.0","589.0","16564.0"
"6.0","10.0","DE","DELAWARE","419.0","709.0","2133.0"
"6.0","54.0","WV","WEST VIRGINIA","388.0","618.0","13697.0"
"6.0","38.0","ND","NORTH DAKOTA","378.0","685.0","14245.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
