"IOWA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Iowa (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"19.0","96.0","IA","IA Total Mig - US & For","28482.0","54602.0","1156525.0"
"19.0","97.0","IA","IA Total Mig - US","28198.0","54032.0","1143514.0"
"19.0","98.0","IA","IA Total Mig - Foreign","284.0","570.0","13011.0"
"19.0","19.0","IA","IA Non-Migrants","1144466.0","2490932.0","65485671.0"
"19.0","17.0","IL","ILLINOIS","4761.0","8636.0","186652.0"
"19.0","31.0","NE","NEBRASKA","2787.0","5503.0","103689.0"
"19.0","27.0","MN","MINNESOTA","2233.0","4040.0","93370.0"
"19.0","6.0","CA","CALIFORNIA","1593.0","3060.0","63624.0"
"19.0","29.0","MO","MISSOURI","1593.0","3214.0","60701.0"
"19.0","48.0","TX","TEXAS","1397.0","2954.0","56085.0"
"19.0","55.0","WI","WISCONSIN","1388.0","2475.0","57887.0"
"19.0","12.0","FL","FLORIDA","939.0","1633.0","35239.0"
"19.0","8.0","CO","COLORADO","869.0","1605.0","35159.0"
"19.0","46.0","SD","SOUTH DAKOTA","838.0","1502.0","33183.0"
"19.0","4.0","AZ","ARIZONA","828.0","1610.0","31428.0"
"19.0","20.0","KS","KANSAS","703.0","1434.0","33285.0"
"19.0","26.0","MI","MICHIGAN","633.0","1272.0","33737.0"
"19.0","18.0","IN","INDIANA","561.0","1167.0","20940.0"
"19.0","53.0","WA","WASHINGTON","477.0","823.0","17178.0"
"19.0","37.0","NC","NORTH CAROLINA","463.0","933.0","20975.0"
"19.0","39.0","OH","OHIO","444.0","900.0","21903.0"
"19.0","13.0","GA","GEORGIA","429.0","877.0","18873.0"
"19.0","36.0","NY","NEW YORK","428.0","731.0","19648.0"
"19.0","51.0","VA","VIRGINIA","386.0","780.0","19877.0"
"19.0","42.0","PA","PENNSYLVANIA","352.0","706.0","17402.0"
"19.0","47.0","TN","TENNESSEE","335.0","733.0","14106.0"
"19.0","40.0","OK","OKLAHOMA","298.0","609.0","10785.0"
"19.0","57.0","FR","Foreign","284.0","570.0","13011.0"
"19.0","5.0","AR","ARKANSAS","248.0","509.0","8218.0"
"19.0","32.0","NV","NEVADA","247.0","469.0","9379.0"
"19.0","41.0","OR","OREGON","221.0","406.0","7409.0"
"19.0","21.0","KY","KENTUCKY","207.0","461.0","11441.0"
"19.0","34.0","NJ","NEW JERSEY","205.0","407.0","10866.0"
"19.0","49.0","UT","UTAH","196.0","487.0","7120.0"
"19.0","45.0","SC","SOUTH CAROLINA","194.0","383.0","8162.0"
"19.0","24.0","MD","MARYLAND","177.0","318.0","9609.0"
"19.0","1.0","AL","ALABAMA","163.0","326.0","6954.0"
"19.0","25.0","MA","MASSACHUSETTS","148.0","251.0","6341.0"
"19.0","38.0","ND","NORTH DAKOTA","148.0","260.0","5151.0"
"19.0","35.0","NM","NEW MEXICO","144.0","284.0","5568.0"
"19.0","56.0","WY","WYOMING","131.0","253.0","5116.0"
"19.0","22.0","LA","LOUISIANA","119.0","244.0","4640.0"
"19.0","28.0","MS","MISSISSIPPI","119.0","241.0","3635.0"
"19.0","15.0","HI","HAWAII","118.0","236.0","3659.0"
"19.0","9.0","CT","CONNECTICUT","117.0","230.0","7317.0"
"19.0","16.0","ID","IDAHO","114.0","281.0","40.0"
"19.0","30.0","MT","MONTANA","100.0","174.0","2911.0"
"19.0","2.0","AK","ALASKA","78.0","150.0","2783.0"
"19.0","33.0","NH","NEW HAMPSHIRE","58.0","106.0","2361.0"
"19.0","23.0","ME","MAINE","45.0","84.0","2199.0"
"19.0","10.0","DE","DELAWARE","43.0","84.0","1965.0"
"19.0","54.0","WV","WEST VIRGINIA","38.0","61.0","1409.0"
"19.0","11.0","DC","DISTRICT OF COLUMBIA","35.0","46.0","1562.0"
"19.0","50.0","VT","VERMONT","29.0","52.0","1438.0"
"19.0","44.0","RI","RHODE ISLAND","21.0","32.0","534.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
