" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,10-Delaware,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,DE,DE Total Mig - US & For,12939,23429,626436"
"97,DE,DE Total Mig - US,12659,22874,614073"
"98,DE,DE Total Mig - Foreign,280,555,12364"
"10,DE,DE Non-Migrants,333759,695915,20437767"
"42,PA,PENNSYLVANIA,2966,5318,153119"
"24,MD,MARYLAND,2131,3823,87385"
"34,NJ,NEW JERSEY,1015,1773,51944"
"12,FL,FLORIDA,850,1543,40446"
"51,VA,VIRGINIA,708,1275,33934"
"36,NY,NEW YORK,642,1057,27355"
"37,NC,NORTH CAROLINA,516,953,23021"
"06,CA,CALIFORNIA,417,670,22518"
"48,TX,TEXAS,388,790,21846"
"13,GA,GEORGIA,355,685,15427"
"57,FR,Foreign,280,555,12364"
"39,OH,OHIO,202,379,11314"
"45,SC,SOUTH CAROLINA,195,400,8781"
"25,MA,MASSACHUSETTS,168,261,8723"
"17,IL,ILLINOIS,161,320,9519"
"04,AZ,ARIZONA,145,246,6451"
"47,TN,TENNESSEE,130,244,9718"
"09,CT,CONNECTICUT,117,222,6579"
"08,CO,COLORADO,103,182,4754"
"11,DC,DISTRICT OF COLUMBIA,88,115,5156"
"53,WA,WASHINGTON,88,160,4807"
"26,MI,MICHIGAN,85,178,5485"
"29,MO,MISSOURI,81,161,4281"
"22,LA,LOUISIANA,80,156,3363"
"54,WV,WEST VIRGINIA,72,144,3275"
"18,IN,INDIANA,70,142,3355"
"01,AL,ALABAMA,66,133,3425"
"55,WI,WISCONSIN,66,116,3634"
"15,HI,HAWAII,57,106,2816"
"21,KY,KENTUCKY,57,114,2678"
"28,MS,MISSISSIPPI,54,108,2220"
"19,IA,IOWA,53,126,2872"
"32,NV,NEVADA,51,91,2485"
"41,OR,OREGON,46,68,2264"
"35,NM,NEW MEXICO,45,88,2664"
"40,OK,OKLAHOMA,44,89,1523"
"20,KS,KANSAS,41,86,1586"
"27,MN,MINNESOTA,39,71,1376"
"33,NH,NEW HAMPSHIRE,32,54,1453"
"05,AR,ARKANSAS,31,65,1721"
"49,UT,UTAH,31,58,1486"
"23,ME,MAINE,30,54,1510"
"02,AK,ALASKA,22,50,1027"
"31,NE,NEBRASKA,19,33,1152"
"16,ID,IDAHO,17,36,879"
"44,RI,RHODE ISLAND,17,27,468"
"50,VT,VERMONT,17,31,891"
"30,MT,MONTANA,16,17,281"
"46,SD,SOUTH DAKOTA,15,29,519"
"38,ND,NORTH DAKOTA,10,15,193"
"56,WY,WYOMING,10,12,390"
