" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,54-WestVirginia,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,WV,WV Total Mig - US & For,16975,31137,679994"
"97,WV,WV Total Mig - US,16767,30780,673775"
"98,WV,WV Total Mig - Foreign,208,357,6219"
"54,WV,WV Non-Migrants,648451,1380553,30898025"
"39,OH,OHIO,2594,4834,84477"
"51,VA,VIRGINIA,2486,4666,102238"
"42,PA,PENNSYLVANIA,1618,2823,64903"
"24,MD,MARYLAND,1455,2542,51423"
"37,NC,NORTH CAROLINA,1246,2256,49689"
"12,FL,FLORIDA,1131,2002,62734"
"21,KY,KENTUCKY,772,1540,28208"
"45,SC,SOUTH CAROLINA,570,1032,25219"
"48,TX,TEXAS,535,1069,27846"
"47,TN,TENNESSEE,406,765,14994"
"13,GA,GEORGIA,372,681,14116"
"36,NY,NEW YORK,360,630,12581"
"06,CA,CALIFORNIA,347,570,11932"
"57,FR,Foreign,208,357,6219"
"18,IN,INDIANA,197,392,9675"
"17,IL,ILLINOIS,194,343,9628"
"04,AZ,ARIZONA,167,302,7112"
"08,CO,COLORADO,165,321,6697"
"26,MI,MICHIGAN,165,331,6853"
"34,NJ,NEW JERSEY,163,284,5881"
"01,AL,ALABAMA,144,304,6513"
"53,WA,WASHINGTON,133,253,5373"
"29,MO,MISSOURI,112,255,4989"
"22,LA,LOUISIANA,97,204,3976"
"40,OK,OKLAHOMA,93,184,4051"
"25,MA,MASSACHUSETTS,91,148,4378"
"20,KS,KANSAS,81,155,3173"
"32,NV,NEVADA,79,137,4346"
"55,WI,WISCONSIN,74,146,3026"
"11,DC,DISTRICT OF COLUMBIA,73,92,2645"
"41,OR,OREGON,69,120,2323"
"10,DE,DELAWARE,68,124,2801"
"09,CT,CONNECTICUT,66,108,2628"
"35,NM,NEW MEXICO,59,109,2258"
"28,MS,MISSISSIPPI,58,114,2435"
"27,MN,MINNESOTA,55,88,3533"
"02,AK,ALASKA,54,94,2245"
"05,AR,ARKANSAS,50,99,1506"
"49,UT,UTAH,44,86,1576"
"15,HI,HAWAII,41,73,1219"
"19,IA,IOWA,36,59,1961"
"31,NE,NEBRASKA,34,75,1459"
"23,ME,MAINE,33,57,1327"
"30,MT,MONTANA,31,51,1384"
"56,WY,WYOMING,31,50,1265"
"16,ID,IDAHO,25,52,1385"
"33,NH,NEW HAMPSHIRE,23,48,1137"
"46,SD,SOUTH DAKOTA,22,33,856"
"50,VT,VERMONT,20,37,690"
"38,ND,NORTH DAKOTA,17,28,841"
"44,RI,RHODE ISLAND,11,14,271"
