" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,11-DistrictofColumbia,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,DC,DC Total Mig - US & For,23009,34992,1401589"
"97,DC,DC Total Mig - US,22259,33841,1345526"
"98,DC,DC Total Mig - Foreign,750,1151,56063"
"11,DC,DC Non-Migrants,215623,360019,15431865"
"24,MD,MARYLAND,8162,14791,432438"
"51,VA,VIRGINIA,4428,6398,314282"
"36,NY,NEW YORK,1494,1809,98506"
"06,CA,CALIFORNIA,1253,1531,85051"
"57,FR,Foreign,750,1151,56063"
"42,PA,PENNSYLVANIA,608,749,33666"
"25,MA,MASSACHUSETTS,571,683,32804"
"37,NC,NORTH CAROLINA,555,817,28119"
"48,TX,TEXAS,545,760,40244"
"12,FL,FLORIDA,521,742,36452"
"17,IL,ILLINOIS,484,592,29754"
"34,NJ,NEW JERSEY,323,455,18219"
"13,GA,GEORGIA,309,450,15276"
"53,WA,WASHINGTON,267,355,17785"
"39,OH,OHIO,212,277,10337"
"08,CO,COLORADO,205,282,16059"
"09,CT,CONNECTICUT,176,216,11641"
"26,MI,MICHIGAN,171,210,8072"
"45,SC,SOUTH CAROLINA,157,251,7780"
"47,TN,TENNESSEE,137,193,7916"
"41,OR,OREGON,124,150,7339"
"04,AZ,ARIZONA,117,154,6911"
"27,MN,MINNESOTA,115,151,6912"
"22,LA,LOUISIANA,113,140,7203"
"29,MO,MISSOURI,112,148,6246"
"55,WI,WISCONSIN,93,114,4585"
"18,IN,INDIANA,85,121,4078"
"54,WV,WEST VIRGINIA,76,109,5279"
"10,DE,DELAWARE,72,103,5785"
"35,NM,NEW MEXICO,61,82,4551"
"01,AL,ALABAMA,59,90,3677"
"32,NV,NEVADA,58,72,2554"
"15,HI,HAWAII,53,82,2971"
"49,UT,UTAH,50,62,3050"
"33,NH,NEW HAMPSHIRE,49,66,3611"
"21,KY,KENTUCKY,48,69,2208"
"20,KS,KANSAS,46,80,2420"
"44,RI,RHODE ISLAND,44,54,2619"
"23,ME,MAINE,40,57,2669"
"50,VT,VERMONT,36,52,2106"
"05,AR,ARKANSAS,35,55,1484"
"19,IA,IOWA,29,39,1630"
"31,NE,NEBRASKA,29,48,1624"
"40,OK,OKLAHOMA,26,36,954"
"28,MS,MISSISSIPPI,25,34,4167"
"30,MT,MONTANA,23,31,1212"
"02,AK,ALASKA,22,30,1478"
"16,ID,IDAHO,15,18,903"
"56,WY,WYOMING,12,14,412"
"46,SD,SOUTH DAKOTA,11,14,365"
"38,ND,NORTH DAKOTA,3,5,124"
